t_ms,uclamp_max,psr,p0max,p6max,node6,cur_freq,j,shell
40,1024,7,2918400,3283200,3283200,3283200,44400,36100
370,1024,6,2918400,3283200,3283200,3283200,55600,36100
700,1024,6,2918400,3283200,3283200,3283200,57100,36100
1050,1024,6,2918400,3283200,3283200,3283200,57500,36100
1390,1024,6,2918400,3283200,3283200,3283200,58300,36100
1720,1024,6,2918400,3283200,3283200,3283200,59000,36100
2060,1024,6,2918400,3283200,3283200,3283200,59400,36100
2390,1024,7,2918400,3283200,3283200,3283200,70600,36100
2710,1024,7,2918400,3283200,3283200,3283200,71400,36100
3050,1024,7,2918400,3283200,3283200,3283200,72200,36100
3390,1024,7,2918400,3283200,3283200,3283200,72200,36200
3740,1024,7,2918400,3283200,3283200,3283200,72600,36200
4090,1024,7,2918400,3283200,3283200,3283200,74900,36200
4420,1024,7,2918400,3283200,3283200,3283200,73300,36200
4740,1024,7,2918400,3283200,3283200,3283200,72900,36200
5070,1024,7,2918400,3283200,3283200,3283200,73300,36200
5400,1024,7,2918400,3283200,3283200,3283200,73300,36200
5750,1024,7,2918400,3283200,3283200,3283200,73300,36200
6080,1024,7,2918400,3283200,3283200,3283200,74500,36200
6400,1024,7,2918400,3283200,3283200,3283200,73700,36200
6730,1024,7,2918400,3283200,3283200,3283200,73700,36200
7060,1024,7,2918400,3283200,3283200,3283200,74100,36200
7380,1024,7,2918400,3283200,3283200,3283200,74500,36200
7720,1024,7,2918400,3283200,3283200,3283200,74500,36200
8060,1024,6,2918400,3283200,3283200,3283200,62500,36200
8390,1024,6,2918400,3283200,3283200,3283200,62500,36200
8720,1024,6,2918400,3283200,3283200,3283200,62100,36200
9050,1024,6,2918400,3283200,3283200,3283200,62100,36200
9380,1024,6,2918400,3283200,3283200,3283200,62500,36200
9720,1024,6,2918400,3283200,3283200,3283200,62900,36200
10050,1024,6,2918400,3283200,3283200,3283200,62900,36200
10370,1024,6,2918400,3283200,3283200,3283200,62900,36200
10660,1024,6,2918400,3283200,3283200,3283200,63700,36200
10990,1024,6,2918400,3283200,3283200,3283200,63300,36200
11340,1024,6,2918400,3283200,3283200,3283200,62900,36200
11670,1024,6,2918400,3283200,3283200,3283200,62900,36200
12000,1024,6,2918400,3283200,3283200,3283200,62900,36200
12330,1024,6,2918400,3283200,3283200,3283200,63300,36200
12660,1024,6,2918400,3283200,3283200,3283200,62900,36200
12990,1024,6,2918400,3283200,3283200,3283200,63300,36200
13330,1024,6,2918400,3283200,3283200,3283200,63700,36300
13650,1024,6,2918400,3283200,3283200,3283200,63300,36300
13980,1024,6,2918400,3283200,3283200,3283200,63300,36300
14290,1024,7,2918400,3283200,3283200,3283200,71400,36300
14610,1024,6,2918400,3283200,3283200,3283200,63700,36300
14940,1024,6,2918400,3283200,3283200,3283200,63300,36300
15270,1024,7,2918400,3283200,3283200,3283200,69100,36300
15580,1024,7,2918400,3283200,3283200,3283200,75700,36300
15920,1024,7,2918400,3283200,3283200,3283200,75300,36300
16240,1024,7,2918400,3283200,3283200,3283200,75700,36300
16580,1024,7,2918400,3283200,3283200,3283200,75700,36300
16900,1024,7,2918400,3283200,3283200,3283200,75700,36300
17260,1024,7,2918400,3283200,3283200,3283200,76000,36300
17590,1024,6,2918400,3283200,3283200,3283200,63300,36300
17920,1024,6,2918400,3283200,3283200,3283200,63700,36300
18240,1024,6,2918400,3283200,3283200,3283200,63700,36300
18590,1024,6,2918400,3283200,3283200,3283200,63700,36400
18920,1024,6,2918400,3283200,3283200,3283200,63700,36400
19250,1024,6,2918400,3283200,3283200,3283200,63700,36400
19590,1024,7,2918400,3283200,3283200,3283200,75700,36400
19940,1024,7,2918400,3283200,3283200,3283200,75700,36400
20270,1024,6,2918400,3283200,3283200,3283200,64100,36400
20600,1024,6,2918400,3283200,3283200,3283200,64100,36400
20930,1024,6,2918400,3283200,3283200,3283200,63700,36400
21250,1024,6,2918400,3283200,3283200,3283200,64500,36400
21580,1024,6,2918400,3283200,3283200,3283200,64100,36400
21900,1024,6,2918400,3283200,3283200,3283200,64100,36400
22230,1024,6,2918400,3283200,3283200,3283200,73700,36400
22580,1024,6,2918400,3283200,3283200,3283200,65600,36400
22930,1024,6,2918400,3283200,3283200,3283200,65200,36400
23270,1024,6,2918400,3283200,3283200,3283200,65200,36400
23610,1024,6,2918400,3283200,3283200,3283200,64800,36400
23930,1024,6,2918400,3283200,3283200,3283200,64500,36400
24260,1024,6,2918400,3283200,3283200,3283200,65200,36400
24580,1024,7,2918400,3283200,3283200,3283200,77200,36400
24910,1024,7,2918400,3283200,3283200,3283200,76800,36400
25230,1024,7,2918400,3283200,3283200,3283200,76800,36400
25550,1024,7,2918400,3283200,3283200,3283200,76800,36400
25880,1024,7,2918400,3283200,3283200,3283200,76800,36400
26220,1024,7,2918400,3283200,3283200,3283200,77200,36400
26540,1024,7,2918400,3283200,3283200,3283200,76800,36400
26850,1024,7,2918400,3283200,3283200,3283200,76800,36400
27180,1024,7,2918400,3283200,3283200,3283200,76800,36400
27520,1024,6,2918400,3283200,3283200,3283200,65200,36400
27860,1024,6,2918400,3283200,3283200,3283200,64500,36400
28200,1024,7,2918400,3283200,3283200,3283200,76800,36400
28540,1024,7,2918400,3283200,3283200,3283200,76800,36400
28870,1024,7,2918400,3283200,3283200,3283200,76800,36400
