t_ms,uclamp_max,psr,p0max,p6max,node6,cur_freq,j,shell
40,1024,5,2400000,1689600,1689600,2400000,40900,35800
350,1024,5,2400000,1689600,1689600,2400000,41700,35800
660,1024,5,2400000,1689600,1689600,2400000,42000,35800
970,1024,5,2400000,1689600,1689600,2400000,42000,35800
1270,1024,5,2400000,1689600,1689600,2400000,42000,35800
1590,1024,5,2400000,1689600,1689600,2400000,42400,35800
1900,1024,5,2400000,1689600,1689600,2400000,42000,35800
2210,1024,5,2400000,1689600,1689600,2400000,42400,35800
2510,1024,5,2400000,1689600,1689600,2400000,42800,35800
2820,1024,5,2400000,1689600,1689600,2400000,43200,35800
3130,1024,5,2400000,1689600,1689600,2400000,42800,35800
3440,1024,5,2400000,1689600,1689600,2400000,42400,35800
3750,1024,5,2400000,1689600,1689600,2400000,43200,35800
4060,1024,5,2400000,1689600,1689600,2400000,42800,35800
4360,1024,5,2400000,1689600,1689600,2400000,43200,35800
4670,1024,5,2400000,1689600,1689600,2400000,42800,35800
4980,1024,5,2400000,1689600,1689600,2400000,42800,35800
5290,1024,5,2400000,1689600,1689600,2400000,42800,35800
5600,1024,5,2400000,1689600,1689600,2400000,43200,35800
5910,1024,5,2400000,1689600,1689600,2400000,42800,35800
6210,1024,5,2400000,1689600,1689600,2400000,43200,35800
6530,1024,5,2400000,1689600,1689600,2400000,43200,35800
6840,1024,5,2400000,1689600,1689600,2400000,43600,35800
7150,1024,5,2400000,1689600,1689600,2400000,43200,35800
7460,1024,5,2400000,1689600,1689600,2400000,43200,35800
7770,1024,5,2400000,1689600,1689600,2400000,43600,35800
8070,1024,5,2400000,1689600,1689600,2400000,43200,35800
8390,1024,5,2400000,1689600,1689600,2400000,43200,35800
8700,1024,5,2400000,1689600,1689600,2400000,43200,35800
9000,1024,5,2400000,1689600,1689600,2400000,43200,35800
9310,1024,5,2400000,1689600,1689600,2400000,43200,35800
9620,1024,5,2400000,1689600,1689600,2400000,43200,35800
9930,1024,5,2400000,1689600,1689600,2400000,43200,35800
10240,1024,5,2400000,1689600,1689600,2400000,43200,35800
10540,1024,5,2400000,1689600,1689600,2400000,43200,35800
10850,1024,5,2400000,1689600,1689600,2400000,43200,35800
11160,1024,5,2400000,1689600,1689600,2400000,43200,35800
11470,1024,5,2400000,1689600,1689600,2400000,43600,35800
11780,1024,5,2400000,1689600,1689600,2400000,43600,35800
12080,1024,5,2400000,1689600,1689600,2400000,43200,35800
12390,1024,5,2400000,1689600,1689600,2400000,43200,35800
12700,1024,5,2400000,1689600,1689600,2400000,43600,35800
13010,1024,5,2400000,1689600,1689600,2400000,43600,35800
13320,1024,5,2400000,1689600,1689600,2400000,43200,35800
13630,1024,5,2400000,1689600,1689600,2400000,43200,35800
13940,1024,5,2400000,1689600,1689600,2400000,43200,35800
14250,1024,5,2400000,1689600,1689600,2400000,43600,35800
14560,1024,5,2400000,1689600,1689600,2400000,43600,35800
14870,1024,5,2400000,1689600,1689600,2400000,43600,35800
15180,1024,5,2400000,1689600,1689600,2400000,43200,35800
15490,1024,5,2400000,1689600,1689600,2400000,44800,35800
15800,1024,5,2400000,1689600,1689600,2400000,44000,35800
16110,1024,5,2400000,1689600,1689600,2400000,44000,35800
16420,1024,5,2400000,1689600,1689600,2400000,44000,35800
16730,1024,5,2400000,1689600,1689600,2400000,44000,35800
17040,1024,5,2400000,1689600,1689600,2400000,44000,35800
17350,1024,5,2400000,1689600,1689600,2400000,44000,35800
17650,1024,5,2400000,1689600,1689600,2400000,43600,35800
17960,1024,5,2400000,1689600,1689600,2400000,43600,35800
18270,1024,5,2400000,1689600,1689600,2400000,43600,35800
18580,1024,5,2400000,1689600,1689600,2400000,43600,35800
18880,1024,5,2400000,1689600,1689600,2400000,44000,35800
19190,1024,5,2400000,1689600,1689600,2400000,43600,35800
19500,1024,5,2400000,1689600,1689600,2400000,43600,35800
19800,1024,5,2400000,1689600,1689600,2400000,44000,35800
20110,1024,5,2400000,1689600,1689600,2400000,43600,35800
20420,1024,5,2400000,1689600,1689600,2400000,44000,35800
20730,1024,5,2400000,1689600,1689600,2400000,43600,35800
21040,1024,5,2400000,1689600,1689600,2400000,43600,35800
21350,1024,5,2400000,1689600,1689600,2400000,44000,35800
21660,1024,5,2400000,1689600,1689600,2400000,44000,35800
21970,1024,5,2400000,1689600,1689600,2400000,44000,35800
22280,1024,5,2400000,1689600,1689600,2400000,43600,35800
22590,1024,5,2400000,1689600,1689600,2400000,43600,35800
22890,1024,5,2400000,1689600,1689600,2400000,43600,35800
23200,1024,5,2400000,1689600,1689600,2400000,43600,35800
23510,1024,5,2400000,1689600,1689600,2400000,44000,35800
23820,1024,5,2400000,1689600,1689600,2400000,43600,35800
24130,1024,5,2400000,1689600,1689600,2400000,43600,35800
24440,1024,5,2400000,1689600,1689600,2400000,43600,35800
24750,1024,5,2400000,1689600,1689600,2400000,44400,35800
25060,1024,5,2400000,1689600,1689600,2400000,44400,35800
25370,1024,5,2400000,1689600,1689600,2400000,44400,35800
25680,1024,5,2400000,1689600,1689600,2400000,46300,35800
25980,1024,5,2400000,1689600,1689600,2400000,44400,35800
26290,1024,5,2400000,1689600,1689600,2400000,44400,35800
26610,1024,5,2400000,1689600,1689600,2400000,44400,35800
26910,1024,5,2400000,1689600,1689600,2400000,44400,35800
27220,1024,5,2400000,1689600,1689600,2400000,44400,35800
27530,1024,5,2400000,1689600,1689600,2400000,44000,35800
27840,1024,5,2400000,1689600,1689600,2400000,43600,35800
28150,1024,5,2400000,1689600,1689600,2400000,43600,35800
28460,1024,5,2400000,1689600,1689600,2400000,44000,35800
28760,1024,5,2400000,1689600,1689600,2400000,43600,35800
29070,1024,5,2400000,1689600,1689600,2400000,44400,35800
29380,1024,5,2400000,1689600,1689600,2400000,44000,35800
29690,1024,5,2400000,1689600,1689600,2400000,44000,35800
30000,1024,5,2400000,1689600,1689600,2400000,44000,35800
30320,1024,5,2400000,1689600,1689600,2400000,44000,35800
30620,1024,5,2400000,1689600,1689600,2400000,44000,35800
30930,1024,5,2400000,1689600,1689600,2400000,43600,35800
31240,1024,5,2400000,1689600,1689600,2400000,44000,35800
31550,1024,5,2400000,1689600,1689600,2400000,44000,35800
31860,1024,5,2400000,1689600,1689600,2400000,44000,35800
32160,1024,5,2400000,1689600,1689600,2400000,44000,35800
32470,1024,5,2400000,1689600,1689600,2400000,44000,35800
32780,1024,5,2400000,1689600,1689600,2400000,43600,35800
33090,1024,5,2400000,1689600,1689600,2400000,43600,35800
33400,1024,5,2400000,1689600,1689600,2400000,44000,35800
33710,1024,5,2400000,1689600,1689600,2400000,44000,35800
34020,1024,5,2400000,1689600,1689600,2400000,45500,35800
34330,1024,5,2400000,1689600,1689600,2400000,44800,35800
34640,1024,5,2400000,1689600,1689600,2400000,44400,35800
34940,1024,5,2400000,1689600,1689600,2400000,44400,35800
35250,1024,5,2400000,1689600,1689600,2400000,44400,35800
35560,1024,5,2400000,1689600,1689600,2400000,44400,35800
35870,1024,5,2400000,1689600,1689600,2400000,44800,35800
36200,1024,5,2400000,1689600,1689600,2400000,44800,35800
36510,1024,5,2400000,1689600,1689600,2400000,45500,35800
36840,1024,5,2400000,1689600,1689600,2400000,48600,35800
37150,1024,5,2400000,1689600,1689600,2400000,46700,35800
37460,1024,5,2400000,1689600,1689600,2400000,46300,35800
37770,1024,5,2400000,1689600,1689600,2400000,46300,35800
38070,1024,5,2400000,1689600,1689600,2400000,45500,35800
38380,1024,5,2400000,1689600,1689600,2400000,45500,35800
38690,1024,5,2400000,1689600,1689600,2400000,45100,35800
39000,1024,5,2400000,1689600,1689600,2400000,45100,35800
39310,1024,5,2400000,1689600,1689600,2400000,45100,35800
39620,1024,5,2400000,1689600,1689600,2400000,45100,35800
39930,1024,5,2400000,1689600,1689600,2400000,44800,35800
40240,1024,5,2400000,1689600,1689600,2400000,44800,35800
40540,1024,5,2400000,1689600,1689600,2400000,45100,35800
40850,1024,5,2400000,1689600,1689600,2400000,44400,35800
41160,1024,5,2400000,1689600,1689600,2400000,44400,35800
41470,1024,5,2400000,1689600,1689600,2400000,44400,35800
41780,1024,5,2400000,1689600,1689600,2400000,44400,35800
42090,1024,5,2400000,1689600,1689600,2400000,44400,35800
42400,1024,5,2400000,1689600,1689600,2400000,44800,35800
42710,1024,5,2400000,1689600,1689600,2400000,44400,35800
43020,1024,5,2400000,1689600,1689600,2400000,44800,35800
43340,1024,5,2400000,1689600,1689600,2400000,44800,35800
43640,1024,5,2400000,1689600,1689600,2400000,44400,35800
43950,1024,5,2400000,1689600,1689600,2400000,44800,35800
44260,1024,5,2400000,1689600,1689600,2400000,44800,35800
44570,1024,5,2400000,1689600,1689600,2400000,44400,35800
44880,1024,5,2400000,1689600,1689600,2400000,44800,35800
45190,1024,5,2400000,1689600,1689600,2400000,44000,35800
45500,1024,5,2400000,1689600,1689600,2400000,44400,35800
45800,1024,5,2400000,1689600,1689600,2400000,44400,35800
46110,1024,5,2400000,1689600,1689600,2400000,44400,35800
46420,1024,5,2400000,1689600,1689600,2400000,44000,35800
46730,1024,5,2400000,1689600,1689600,2400000,44400,35800
47040,1024,5,2400000,1689600,1689600,2400000,44400,35800
47360,1024,5,2400000,1689600,1689600,2400000,44800,35800
