t_ms,uclamp_max,psr,p0max,p6max,node6,cur_freq,j,shell
30,1024,7,2918400,3283200,3283200,3283200,66000,36000
370,1024,7,2918400,3283200,3283200,3283200,67500,36000
700,1024,7,2918400,3283200,3283200,3283200,68300,36000
1030,1024,7,2918400,3283200,3283200,3283200,69100,36000
1360,1024,7,2918400,3283200,3283200,3283200,69500,36000
1680,1024,7,2918400,3283200,3283200,3283200,69500,36000
2010,1024,7,2918400,3283200,3283200,3283200,70200,36000
2360,1024,7,2918400,3283200,3283200,3283200,70200,36000
2680,1024,7,2918400,3283200,3283200,3283200,71000,36000
2990,1024,7,2918400,3283200,3283200,3283200,71400,36000
3320,1024,6,2918400,3283200,3283200,3283200,60200,36000
3660,1024,6,2918400,3283200,3283200,3283200,59800,36000
3960,1024,6,2918400,3283200,3283200,3283200,59800,36000
4290,1024,6,2918400,3283200,3283200,3283200,59800,36000
4630,1024,6,2918400,3283200,3283200,3283200,60200,36000
4970,1024,6,2918400,3283200,3283200,3283200,59800,36000
5300,1024,6,2918400,3283200,3283200,3283200,60200,36000
5640,1024,6,2918400,3283200,3283200,3283200,60200,36000
5950,1024,6,2918400,3283200,3283200,3283200,60200,36000
6280,1024,6,2918400,3283200,3283200,3283200,60200,36000
6610,1024,6,2918400,3283200,3283200,3283200,60200,36000
6950,1024,6,2918400,3283200,3283200,3283200,60600,36000
7290,1024,6,2918400,3283200,3283200,3283200,60600,36000
7600,1024,6,2918400,3283200,3283200,3283200,60600,36000
7920,1024,6,2918400,3283200,3283200,3283200,61000,36000
8260,1024,6,2918400,3283200,3283200,3283200,61000,36000
8580,1024,6,2918400,3283200,3283200,3283200,61000,36000
8900,1024,6,2918400,3283200,3283200,3283200,61000,36000
9210,1024,6,2918400,3283200,3283200,3283200,61000,36000
9560,1024,6,2918400,3283200,3283200,3283200,61000,36000
9900,1024,6,2918400,3283200,3283200,3283200,61000,36000
10250,1024,6,2918400,3283200,3283200,3283200,61400,36000
10590,1024,6,2918400,3283200,3283200,3283200,61000,36000
10920,1024,6,2918400,3283200,3283200,3283200,61400,36000
11260,1024,6,2918400,3283200,3283200,3283200,61400,36000
11570,1024,6,2918400,3283200,3283200,3283200,61400,36000
11870,1024,6,2918400,3283200,3283200,3283200,61400,36000
12190,1024,6,2918400,3283200,3283200,3283200,62500,36000
12510,1024,6,2918400,3283200,3283200,3283200,62100,36000
12820,1024,6,2918400,3283200,3283200,3283200,62100,36000
13140,1024,6,2918400,3283200,3283200,3283200,62100,36000
13460,1024,6,2918400,3283200,3283200,3283200,61700,36000
13770,1024,6,2918400,3283200,3283200,3283200,62900,36000
14100,1024,6,2918400,3283200,3283200,3283200,63300,36000
14420,1024,6,2918400,3283200,3283200,3283200,62900,36000
14750,1024,6,2918400,3283200,3283200,3283200,62500,36000
15100,1024,6,2918400,3283200,3283200,3283200,62500,36000
15430,1024,6,2918400,3283200,3283200,3283200,62500,36000
15770,1024,6,2918400,3283200,3283200,3283200,62100,36000
16110,1024,6,2918400,3283200,3283200,3283200,62100,36000
16450,1024,7,2918400,3283200,3283200,3283200,74100,36000
16790,1024,7,2918400,3283200,3283200,3283200,74100,36000
17130,1024,7,2918400,3283200,3283200,3283200,74100,36000
17470,1024,7,2918400,3283200,3283200,3283200,74500,36000
17780,1024,7,2918400,3283200,3283200,3283200,74100,36000
18110,1024,7,2918400,3283200,3283200,3283200,74500,36000
18440,1024,7,2918400,3283200,3283200,3283200,74100,36000
18770,1024,7,2918400,3283200,3283200,3283200,74100,36000
19110,1024,7,2918400,3283200,3283200,3283200,74500,36000
19440,1024,7,2918400,3283200,3283200,3283200,74500,36000
19760,1024,7,2918400,3283200,3283200,3283200,74500,36000
20080,1024,7,2918400,3283200,3283200,3283200,74500,36000
20410,1024,7,2918400,3283200,3283200,3283200,74500,36000
20740,1024,7,2918400,3283200,3283200,3283200,74500,36000
21040,1024,7,2918400,3283200,3283200,3283200,74500,36000
21370,1024,7,2918400,3283200,3283200,3283200,74900,36000
21720,1024,7,2918400,3283200,3283200,3283200,74900,36000
22060,1024,7,2918400,3283200,3283200,3283200,74900,36000
22390,1024,7,2918400,3283200,3283200,3283200,74900,36000
22700,1024,7,2918400,3283200,3283200,3283200,74900,36000
23020,1024,7,2918400,3283200,3283200,3283200,74900,36000
23350,1024,7,2918400,3283200,3283200,3283200,75300,36000
23680,1024,7,2918400,3283200,3283200,3283200,74900,36100
24000,1024,7,2918400,3283200,3283200,3283200,75300,36100
24320,1024,7,2918400,3283200,3283200,3283200,74900,36100
24650,1024,7,2918400,3283200,3283200,3283200,75300,36100
24970,1024,7,2918400,3283200,3283200,3283200,75300,36100
25310,1024,7,2918400,3283200,3283200,3283200,75300,36100
25620,1024,7,2918400,3283200,3283200,3283200,74900,36100
25940,1024,7,2918400,3283200,3283200,3283200,74900,36100
26280,1024,7,2918400,3283200,3283200,3283200,75300,36100
26630,1024,7,2918400,3283200,3283200,3283200,75300,36100
26950,1024,7,2918400,3283200,3283200,3283200,74900,36100
27280,1024,7,2918400,3283200,3283200,3283200,75300,36100
27620,1024,7,2918400,3283200,3283200,3283200,74900,36100
27970,1024,7,2918400,3283200,3283200,3283200,74900,36100
28300,1024,7,2918400,3283200,3283200,3283200,74900,36100
28620,1024,7,2918400,3283200,3283200,3283200,74900,36100
