t_ms,uclamp_max,psr,p0max,p6max,node6,cur_freq,j,shell
40,1024,6,2918400,3283200,3283200,3283200,44400,36300
400,1024,6,2918400,3283200,3283200,3283200,55200,36300
720,1024,6,2918400,3283200,3283200,3283200,56700,36300
1040,1024,6,2918400,3283200,3283200,3283200,57900,36300
1370,1024,6,2918400,3283200,3283200,3283200,57900,36300
1710,1024,6,2918400,3283200,3283200,3283200,58700,36300
2060,1024,6,2918400,3283200,3283200,3283200,59000,36300
2390,1024,6,2918400,3283200,3283200,3283200,59000,36300
2730,1024,6,2918400,3283200,3283200,3283200,59400,36300
3070,1024,6,2918400,3283200,3283200,3283200,59400,36300
3420,1024,6,2918400,3283200,3283200,3283200,59800,36300
3770,1024,6,2918400,3283200,3283200,3283200,59800,36300
4090,1024,6,2918400,3283200,3283200,3283200,61400,36300
4420,1024,6,2918400,3283200,3283200,3283200,60600,36300
4740,1024,6,2918400,3283200,3283200,3283200,61000,36300
5060,1024,6,2918400,3283200,3283200,3283200,60600,36300
5380,1024,6,2918400,3283200,3283200,3283200,61000,36300
5710,1024,6,2918400,3283200,3283200,3283200,60600,36300
6050,1024,6,2918400,3283200,3283200,3283200,61000,36300
6370,1024,6,2918400,3283200,3283200,3283200,61000,36300
6700,1024,6,2918400,3283200,3283200,3283200,61000,36300
7040,1024,6,2918400,3283200,3283200,3283200,61400,36300
7370,1024,6,2918400,3283200,3283200,3283200,61700,36300
7700,1024,6,2918400,3283200,3283200,3283200,61400,36300
8040,1024,6,2918400,3283200,3283200,3283200,61400,36300
8370,1024,6,2918400,3283200,3283200,3283200,61700,36300
8720,1024,6,2918400,3283200,3283200,3283200,61700,36300
9050,1024,6,2918400,3283200,3283200,3283200,61700,36300
9370,1024,6,2918400,3283200,3283200,3283200,61700,36300
9690,1024,6,2918400,3283200,3283200,3283200,61700,36300
10010,1024,6,2918400,3283200,3283200,3283200,61700,36300
10330,1024,6,2918400,3283200,3283200,3283200,62100,36300
10650,1024,6,2918400,3283200,3283200,3283200,62100,36300
10980,1024,6,2918400,3283200,3283200,3283200,62100,36300
11330,1024,6,2918400,3283200,3283200,3283200,61700,36300
11660,1024,6,2918400,3283200,3283200,3283200,61700,36300
11980,1024,6,2918400,3283200,3283200,3283200,62100,36300
12310,1024,6,2918400,3283200,3283200,3283200,62100,36300
12630,1024,6,2918400,3283200,3283200,3283200,62100,36300
12950,1024,6,2918400,3283200,3283200,3283200,62100,36300
13290,1024,6,2918400,3283200,3283200,3283200,62100,36300
13620,1024,6,2918400,3283200,3283200,3283200,62100,36400
13960,1024,6,2918400,3283200,3283200,3283200,62100,36400
14290,1024,6,2918400,3283200,3283200,3283200,62100,36400
14620,1024,6,2918400,3283200,3283200,3283200,62500,36400
14940,1024,6,2918400,3283200,3283200,3283200,62500,36400
15270,1024,6,2918400,3283200,3283200,3283200,62500,36400
15580,1024,6,2918400,3283200,3283200,3283200,62500,36400
15890,1024,6,2918400,3283200,3283200,3283200,62500,36400
16200,1024,6,2918400,3283200,3283200,3283200,62900,36400
16540,1024,6,2918400,3283200,3283200,3283200,62500,36400
16850,1024,6,2918400,3283200,3283200,3283200,62500,36400
17160,1024,6,2918400,3283200,3283200,3283200,62900,36400
17490,1024,6,2918400,3283200,3283200,3283200,62500,36400
17830,1024,6,2918400,3283200,3283200,3283200,62500,36400
18140,1024,6,2918400,3283200,3283200,3283200,63700,36400
18460,1024,6,2918400,3283200,3283200,3283200,63700,36400
18770,1024,6,2918400,3283200,3283200,3283200,63300,36400
19100,1024,6,2918400,3283200,3283200,3283200,62900,36400
19420,1024,6,2918400,3283200,3283200,3283200,63300,36400
19760,1024,6,2918400,3283200,3283200,3283200,63300,36400
20090,1024,6,2918400,3283200,3283200,3283200,62900,36400
20430,1024,6,2918400,3283200,3283200,3283200,62900,36400
20780,1024,6,2918400,3283200,3283200,3283200,62900,36400
21110,1024,6,2918400,3283200,3283200,3283200,62900,36400
21430,1024,6,2918400,3283200,3283200,3283200,62900,36400
21750,1024,6,2918400,3283200,3283200,3283200,63300,36400
22080,1024,6,2918400,3283200,3283200,3283200,62900,36400
22410,1024,6,2918400,3283200,3283200,3283200,62900,36400
22730,1024,6,2918400,3283200,3283200,3283200,63300,36400
23060,1024,6,2918400,3283200,3283200,3283200,63300,36400
23390,1024,6,2918400,3283200,3283200,3283200,63300,36400
23730,1024,6,2918400,3283200,3283200,3283200,63300,36400
24050,1024,6,2918400,3283200,3283200,3283200,62900,36400
24380,1024,6,2918400,3283200,3283200,3283200,63300,36400
24710,1024,6,2918400,3283200,3283200,3283200,63300,36400
25040,1024,6,2918400,3283200,3283200,3283200,63300,36400
25350,1024,6,2918400,3283200,3283200,3283200,63300,36400
25670,1024,6,2918400,3283200,3283200,3283200,63300,36400
25980,1024,6,2918400,3283200,3283200,3283200,63300,36400
26300,1024,6,2918400,3283200,3283200,3283200,63300,36400
26640,1024,6,2918400,3283200,3283200,3283200,63300,36400
26950,1024,6,2918400,3283200,3283200,3283200,63300,36400
27270,1024,6,2918400,3283200,3283200,3283200,63300,36400
27600,1024,6,2918400,3283200,3283200,3283200,63300,36400
27920,1024,6,2918400,3283200,3283200,3283200,63300,36400
28260,1024,6,2918400,3283200,3283200,3283200,63700,36400
28600,1024,6,2918400,3283200,3283200,3283200,63300,36500
28930,1024,6,2918400,3283200,3283200,3283200,63700,36500
