t_ms,uclamp_max,psr,p0max,p6max,node6,cur_freq,j,shell
40,1024,5,2918400,3283200,3283200,2400000,44800,36700
390,1024,6,2918400,3283200,3283200,3283200,56000,36700
700,1024,6,2918400,3283200,3283200,3283200,57500,36700
1030,1024,6,2918400,3283200,3283200,3283200,57900,36700
1350,1024,6,2918400,3283200,3283200,3283200,58700,36700
1680,1024,6,2918400,3283200,3283200,3283200,60200,36700
2010,1024,6,2918400,3283200,3283200,3283200,59800,36700
2340,1024,6,2918400,3283200,3283200,3283200,59800,36700
2680,1024,6,2918400,3283200,3283200,3283200,60200,36800
3000,1024,6,2918400,3283200,3283200,3283200,60200,36800
3320,1024,6,2918400,3283200,3283200,3283200,60600,36800
3650,1024,6,2918400,3283200,3283200,3283200,60600,36800
3980,1024,6,2918400,3283200,3283200,3283200,60600,36800
4280,1024,6,2918400,3283200,3283200,3283200,61400,36800
4610,1024,6,2918400,3283200,3283200,3283200,61000,36800
4950,1024,6,2918400,3283200,3283200,3283200,61000,36800
5260,1024,6,2918400,3283200,3283200,3283200,61400,36800
5580,1024,6,2918400,3283200,3283200,3283200,61700,36800
5880,1024,6,2918400,3283200,3283200,3283200,61700,36800
6200,1024,6,2918400,3283200,3283200,3283200,61700,36800
6520,1024,6,2918400,3283200,3283200,3283200,61700,36800
6850,1024,6,2918400,3283200,3283200,3283200,62100,36800
7190,1024,6,2918400,3283200,3283200,3283200,62100,36800
7510,1024,6,2918400,3283200,3283200,3283200,62100,36800
7850,1024,6,2918400,3283200,3283200,3283200,62500,36800
8190,1024,6,2918400,3283200,3283200,3283200,62500,36800
8520,1024,6,2918400,3283200,3283200,3283200,62100,36800
8850,1024,6,2918400,3283200,3283200,3283200,63300,36800
9150,1024,6,2918400,3283200,3283200,3283200,62900,36800
9470,1024,6,2918400,3283200,3283200,3283200,62500,36800
9800,1024,6,2918400,3283200,3283200,3283200,62500,36800
10130,1024,6,2918400,3283200,3283200,3283200,62900,36800
10450,1024,6,2918400,3283200,3283200,3283200,62500,36800
10780,1024,6,2918400,3283200,3283200,3283200,62900,36800
11100,1024,6,2918400,3283200,3283200,3283200,63300,36800
11440,1024,6,2918400,3283200,3283200,3283200,63300,36800
11770,1024,6,2918400,3283200,3283200,3283200,62900,36800
12100,1024,6,2918400,3283200,3283200,3283200,62900,36800
12450,1024,6,2918400,3283200,3283200,3283200,63300,36800
12790,1024,6,2918400,3283200,3283200,3283200,63300,36800
13120,1024,6,2918400,3283200,3283200,3283200,63300,36800
13460,1024,6,2918400,3283200,3283200,3283200,62900,36800
13780,1024,6,2918400,3283200,3283200,3283200,63300,36800
14100,1024,6,2918400,3283200,3283200,3283200,63300,36800
14410,1024,6,2918400,3283200,3283200,3283200,63300,36800
14730,1024,6,2918400,3283200,3283200,3283200,62900,36800
15060,1024,6,2918400,3283200,3283200,3283200,63300,36800
15370,1024,6,2918400,3283200,3283200,3283200,63300,36800
15710,1024,6,2918400,3283200,3283200,3283200,63300,36800
16020,1024,6,2918400,3283200,3283200,3283200,63300,36800
16330,1024,6,2918400,3283200,3283200,3283200,63300,36800
16660,1024,6,2918400,3283200,3283200,3283200,63300,36800
16990,1024,6,2918400,3283200,3283200,3283200,63300,36800
17320,1024,6,2918400,3283200,3283200,3283200,63700,36800
17650,1024,6,2918400,3283200,3283200,3283200,63700,36800
17980,1024,6,2918400,3283200,3283200,3283200,63300,36900
18300,1024,6,2918400,3283200,3283200,3283200,63700,36900
18630,1024,7,2918400,3283200,3283200,3283200,75700,36900
18940,1024,7,2918400,3283200,3283200,3283200,75700,36900
19280,1024,7,2918400,3283200,3283200,3283200,75700,36900
19620,1024,7,2918400,3283200,3283200,3283200,75700,36900
19940,1024,7,2918400,3283200,3283200,3283200,76400,36900
20250,1024,7,2918400,3283200,3283200,3283200,76000,36900
20580,1024,7,2918400,3283200,3283200,3283200,76400,36900
20910,1024,7,2918400,3283200,3283200,3283200,75700,36900
21240,1024,7,2918400,3283200,3283200,3283200,76000,36900
21580,1024,7,2918400,3283200,3283200,3283200,75700,36900
21900,1024,7,2918400,3283200,3283200,3283200,76000,36900
22230,1024,7,2918400,3283200,3283200,3283200,76400,36900
22580,1024,7,2918400,3283200,3283200,3283200,76400,36900
22920,1024,7,2918400,3283200,3283200,3283200,76000,36800
23260,466,7,2918400,3283200,3283200,3283200,76000,36800
23580,466,7,2918400,3283200,3283200,3283200,76400,36800
23930,466,7,2918400,3283200,3283200,3283200,76000,36800
24280,466,7,2918400,3283200,3283200,3283200,76000,36800
24610,466,7,2918400,3283200,3283200,3283200,76400,36800
24930,466,7,2918400,3283200,3283200,3283200,76400,36800
25240,466,7,2918400,3283200,3283200,3283200,76400,36800
25550,466,7,2918400,3283200,3283200,3283200,76400,36800
25860,466,7,2918400,3283200,3283200,3283200,76000,36800
26190,466,7,2918400,3283200,3283200,3283200,76400,36800
26520,466,7,2918400,3283200,3283200,3283200,76400,36800
26850,466,7,2918400,3283200,3283200,3283200,76400,36800
27180,466,7,2918400,3283200,3283200,3283200,76400,36800
27500,466,7,2918400,3283200,3283200,3283200,76400,36800
27840,466,7,2918400,3283200,3283200,3283200,76400,36900
28200,466,7,2918400,3283200,3283200,3283200,76400,36900
28540,466,7,2918400,3283200,3283200,3283200,76800,36900
28870,466,7,2918400,3283200,3283200,3283200,76400,36900
