# started 2026-09-21 14:35:43  level/status: level=3 held=yes cfb=0 prime=3513600 junc=34C left=常开 pids=12628 21522 26316 8945 
# p6max=3513600 p0max=3532800 cfb=0
# node=0:3532800 1:3532800 2:3532800 3:3532800 4:3532800 5:3532800 6:3513600 7:3513600 
ts|c0|c1|c2|c3|c4|c5|c6|c7|p0max|p6max|junc|shell|cfb|cool
1789994277|2400000|2400000|2400000|2400000|2400000|1996800|1017600|1017600|3532800|3513600|37800|25200|0|no
1789994278|960000|960000|960000|2400000|2400000|2400000|1017600|1017600|3532800|3513600|37400|25200|0|no
1789994279|2400000|2400000|2400000|2400000|2400000|2400000|1017600|1017600|3532800|3513600|37000|25200|0|no
1789994279|2400000|2400000|2400000|2400000|2400000|2400000|1017600|1017600|3532800|3513600|37000|25200|0|no
1789994280|2400000|2400000|2400000|2400000|2400000|2400000|1017600|1017600|3532800|3513600|36600|25200|0|no
1789994280|2745600|2745600|2745600|2745600|2745600|2745600|3513600|3513600|3532800|3513600|45500|25200|0|no
1789994281|1996800|2745600|2745600|2745600|3072000|3072000|3513600|3513600|3532800|3513600|49800|25200|0|no
1789994282|1152000|1152000|1152000|1152000|1152000|3072000|3513600|3513600|3532800|3513600|56000|25200|0|no
1789994282|748800|1363200|1363200|1363200|1363200|3072000|1017600|1017600|3532800|3513600|42800|25200|0|no
1789994283|960000|3072000|3072000|3072000|3072000|3072000|1017600|1017600|3532800|3513600|39700|25200|0|no
1789994284|960000|2400000|2400000|2400000|2400000|2400000|1017600|1017600|3532800|3513600|37800|25200|0|no
1789994284|1785600|1785600|1785600|1785600|2400000|2400000|1017600|1017600|3532800|3513600|37400|25200|0|no
1789994285|960000|1152000|1152000|1363200|1363200|2745600|1017600|1017600|3532800|3513600|36600|25200|0|no
1789994286|1363200|1363200|1555200|1555200|2400000|2400000|1017600|1017600|3532800|3513600|36600|25200|0|no
1789994286|1152000|2400000|2400000|2400000|2400000|2400000|1017600|1017600|3532800|3513600|36300|25200|0|no
1789994287|2400000|2400000|2400000|2227200|2227200|1785600|1017600|1017600|3532800|3513600|35900|25200|0|no
1789994288|1785600|1785600|1785600|3072000|3072000|3072000|3513600|3513600|3532800|3513600|56000|25200|0|no
1789994288|1152000|1152000|1152000|1152000|1152000|1363200|3513600|3513600|3532800|3513600|58300|25200|0|no
1789994289|3072000|3072000|3072000|3072000|2745600|2745600|3513600|3513600|3532800|3513600|59400|25200|0|no
1789994289|1363200|1363200|1363200|1363200|1363200|1363200|3513600|3513600|3532800|3513600|59800|25200|0|no
1789994290|3072000|3072000|3072000|3072000|3072000|3072000|3513600|3513600|3532800|3513600|61400|25200|0|no
1789994291|1363200|1152000|3072000|3072000|3072000|3072000|3513600|3513600|3532800|3513600|60200|25200|0|no
1789994291|1152000|1152000|3072000|3072000|3072000|3072000|3513600|3513600|3532800|3513600|61400|25200|0|no
1789994292|1152000|1363200|1363200|1152000|1363200|1363200|3513600|3513600|3532800|3513600|59000|25200|0|no
