t_ms,uclamp_max,psr,p0max,p6max,node6,cur_freq,j,shell
30,1024,6,2918400,3283200,3283200,3283200,43200,34500
360,1024,6,2918400,3283200,3283200,3283200,54000,34500
690,1024,6,2918400,3283200,3283200,3283200,55600,34500
1030,1024,6,2918400,3283200,3283200,3283200,56300,34500
1360,1024,6,2918400,3283200,3283200,3283200,56700,34500
1660,1024,6,2918400,3283200,3283200,3283200,57100,34500
1970,1024,6,2918400,3283200,3283200,3283200,57900,34500
2300,1024,6,2918400,3283200,3283200,3283200,57900,34500
2620,1024,6,2918400,3283200,3283200,3283200,58300,34500
2950,1024,6,2918400,3283200,3283200,3283200,58300,34500
3290,1024,6,2918400,3283200,3283200,3283200,58300,34500
3630,1024,6,2918400,3283200,3283200,3283200,58700,34500
3940,1024,6,2918400,3283200,3283200,3283200,59000,34500
4270,1024,6,2918400,3283200,3283200,3283200,59400,34500
4620,1024,6,2918400,3283200,3283200,3283200,59000,34500
4950,1024,6,2918400,3283200,3283200,3283200,59400,34500
5280,1024,6,2918400,3283200,3283200,3283200,60600,34500
5600,1024,6,2918400,3283200,3283200,3283200,59800,34500
5930,1024,6,2918400,3283200,3283200,3283200,59400,34500
6250,1024,6,2918400,3283200,3283200,3283200,59400,34500
6570,1024,6,2918400,3283200,3283200,3283200,59800,34500
6900,1024,6,2918400,3283200,3283200,3283200,59800,34500
7220,1024,6,2918400,3283200,3283200,3283200,60600,34500
7570,1024,6,2918400,3283200,3283200,3283200,60200,34500
7870,1024,6,2918400,3283200,3283200,3283200,59800,34500
8190,1024,6,2918400,3283200,3283200,3283200,60200,34500
8530,1024,6,2918400,3283200,3283200,3283200,60200,34500
8850,1024,6,2918400,3283200,3283200,3283200,60200,34500
9180,1024,6,2918400,3283200,3283200,3283200,60200,34500
9520,1024,6,2918400,3283200,3283200,3283200,60200,34500
9860,1024,6,2918400,3283200,3283200,3283200,59800,34500
10190,1024,6,2918400,3283200,3283200,3283200,60200,34500
10500,1024,6,2918400,3283200,3283200,3283200,60200,34500
10830,1024,6,2918400,3283200,3283200,3283200,59800,34500
11150,1024,6,2918400,3283200,3283200,3283200,59800,34500
11480,1024,6,2918400,3283200,3283200,3283200,60200,34600
11830,1024,6,2918400,3283200,3283200,3283200,60200,34600
12160,1024,6,2918400,3283200,3283200,3283200,60200,34600
12500,1024,6,2918400,3283200,3283200,3283200,60600,34600
12850,1024,6,2918400,3283200,3283200,3283200,60200,34600
13190,1024,6,2918400,3283200,3283200,3283200,60200,34600
13540,1024,6,2918400,3283200,3283200,3283200,60200,34600
13860,1024,6,2918400,3283200,3283200,3283200,60600,34600
14170,1024,7,2918400,3283200,3283200,3283200,72200,34600
14480,1024,7,2918400,3283200,3283200,3283200,72200,34600
14810,1024,7,2918400,3283200,3283200,3283200,72600,34600
15150,1024,7,2918400,3283200,3283200,3283200,72200,34600
15480,1024,7,2918400,3283200,3283200,3283200,72600,34600
15840,1024,7,2918400,3283200,3283200,3283200,72600,34600
16180,1024,7,2918400,3283200,3283200,3283200,72600,34600
16520,1024,7,2918400,3283200,3283200,3283200,72900,34600
16870,1024,7,2918400,3283200,3283200,3283200,72900,34600
17200,1024,7,2918400,3283200,3283200,3283200,72600,34600
17530,1024,7,2918400,3283200,3283200,3283200,72600,34600
17840,1024,7,2918400,3283200,3283200,3283200,72600,34600
18160,1024,7,2918400,3283200,3283200,3283200,72900,34600
18510,1024,7,2918400,3283200,3283200,3283200,72900,34600
18820,1024,7,2918400,3283200,3283200,3283200,72900,34600
19140,466,7,2918400,3283200,3283200,3283200,72900,34600
19460,1024,7,2918400,3283200,3283200,3283200,73300,34600
19770,1024,6,2918400,3283200,3283200,3283200,61400,34600
20090,1024,6,2918400,3283200,3283200,3283200,61400,34600
20420,1024,6,2918400,3283200,3283200,3283200,61000,34600
20740,1024,6,2918400,3283200,3283200,3283200,61000,34600
21060,1024,6,2918400,3283200,3283200,3283200,61000,34600
21390,1024,6,2918400,3283200,3283200,3283200,61400,34600
21700,1024,6,2918400,3283200,3283200,3283200,61400,34600
22030,1024,6,2918400,3283200,3283200,3283200,61400,34600
22370,1024,7,2918400,3283200,3283200,3283200,72900,34600
22700,1024,6,2918400,3283200,3283200,3283200,61400,34600
23030,1024,6,2918400,3283200,3283200,3283200,61400,34600
23370,1024,6,2918400,3283200,3283200,3283200,61400,34600
23680,1024,6,2918400,3283200,3283200,3283200,61400,34600
23990,1024,6,2918400,3283200,3283200,3283200,61400,34600
24310,1024,6,2918400,3283200,3283200,3283200,61700,34600
24630,1024,6,2918400,3283200,3283200,3283200,61400,34600
24950,1024,6,2918400,3283200,3283200,3283200,61400,34600
25260,1024,6,2918400,3283200,3283200,3283200,61400,34600
25570,1024,6,2918400,3283200,3283200,3283200,61400,34600
25880,1024,6,2918400,3283200,3283200,3283200,61400,34600
26190,1024,6,2918400,3283200,3283200,3283200,61400,34600
26520,1024,6,2918400,3283200,3283200,3283200,61400,34700
26860,1024,6,2918400,3283200,3283200,3283200,61400,34700
27180,1024,6,2918400,3283200,3283200,3283200,61400,34700
27520,1024,6,2918400,3283200,3283200,3283200,61400,34700
27870,1024,6,2918400,3283200,3283200,3283200,61400,34700
28200,1024,6,2918400,3283200,3283200,3283200,61400,34700
28510,1024,6,2918400,3283200,3283200,3283200,61400,34700
28820,1024,6,2918400,3283200,3283200,3283200,61400,34700
