# extreme ceiling now: EXTREME_P6=3801600
# gate: EXTREME_GATE=95000
ts|state|p6cur|p7cur|p0cur|p6max|junc|cooling
1787163917|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|71400|no
1787163918|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|74100|no
1787163918|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|40500|no
1787163919|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38600|no
1787163919|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|37000|no
1787163920|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|36600|no
1787163920|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|36300|no
1787163921|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35500|no
1787163922|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35500|no
1787163922|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|34700|no
1787163923|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|41700|no
1787163923|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|47800|no
1787163924|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|60200|no
1787163925|level=2 held=yes cfb=0 prime|3801600|3801600|2745600|3801600|56000|no
1787163925|level=2 held=yes cfb=0 prime|3801600|3801600|1996800|3801600|59400|no
1787163926|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|62900|no
1787163926|level=2 held=yes cfb=0 prime|3801600|3801600|1996800|3801600|58700|no
1787163927|level=2 held=yes cfb=0 prime|3801600|3801600|1555200|3801600|62500|no
1787163927|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|60600|no
1787163928|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|79900|no
1787163929|level=2 held=yes cfb=0 prime|3801600|3801600|2227200|3801600|65200|no
1787163929|level=2 held=yes cfb=0 prime|3801600|3801600|1996800|3801600|75300|no
1787163930|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|61700|no
1787163930|level=2 held=yes cfb=0 prime|3801600|3801600|1555200|3801600|88800|no
1787163931|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|46300|no
1787163932|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|41300|no
1787163932|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39700|no
1787163933|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38200|no
1787163933|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38200|no
1787163934|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37000|no
1787163935|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37000|no
1787163935|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36600|no
1787163936|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36300|no
1787163936|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|74900|no
1787163937|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|66800|no
1787163938|level=2 held=yes cfb=0 prime|3801600|3801600|2227200|3801600|77600|no
1787163938|level=2 held=yes cfb=0 prime|3801600|3801600|1785600|3801600|78700|no
1787163939|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|74100|no
1787163939|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|79900|no
1787163940|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|70200|no
1787163941|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|79100|no
1787163941|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|80700|no
1787163942|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|70200|no
1787163942|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|81400|no
1787163943|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|72900|no
1787163943|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|76400|no
1787163944|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|42400|no
1787163945|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|40500|no
1787163945|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38600|no
1787163946|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37800|no
1787163946|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37400|no
1787163947|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|37400|no
1787163948|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|36300|no
1787163948|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|36300|no
1787163949|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|63300|no
1787163949|level=2 held=yes cfb=0 prime|3801600|3801600|1785600|3801600|73300|no
1787163950|level=2 held=yes cfb=0 prime|3801600|3801600|1555200|3801600|93400|no
1787163951|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|79900|no
1787163951|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|45500|no
1787163952|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|40900|no
1787163952|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39000|no
1787163953|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|37800|no
1787163954|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|37400|no
1787163954|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36600|no
1787163955|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36300|no
1787163955|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36300|no
1787163956|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|35900|no
1787163957|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|63700|no
1787163957|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|68700|no
1787163958|level=2 held=yes cfb=0 prime|3801600|3801600|1555200|3801600|75300|no
1787163958|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|41300|no
1787163959|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38600|no
1787163960|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|37400|no
1787163960|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|37000|no
1787163961|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|36300|no
1787163961|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|35500|no
1787163962|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|35500|no
1787163963|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|35100|no
1787163963|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|44400|no
1787163964|level=2 held=yes cfb=0 prime|3801600|3801600|1996800|3801600|52100|no
1787163964|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|53200|no
1787163965|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|54400|no
1787163965|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|55600|no
1787163966|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|56300|no
1787163967|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|56000|no
1787163967|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|56700|no
1787163968|level=2 held=yes cfb=0 prime|3801600|3801600|2745600|3801600|56700|no
1787163968|level=2 held=yes cfb=0 prime|3801600|3801600|2400000|3801600|57100|no
1787163969|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|57100|no
1787163969|level=2 held=yes cfb=0 prime|3801600|3801600|1996800|3801600|57900|no
1787163970|level=2 held=yes cfb=0 prime|3801600|2438400|2918400|3801600|51700|no
1787163971|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|41700|no
1787163971|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|39700|no
1787163972|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38600|no
1787163972|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|37800|no
1787163973|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|37400|no
1787163974|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37000|no
1787163974|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|36300|no
1787163975|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|36300|no
1787163975|level=2 held=yes cfb=0 prime|3801600|3801600|1785600|3801600|71800|no
1787163976|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|81100|no
1787163977|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|83400|no
1787163977|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|84100|no
1787163978|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|84100|no
1787163978|level=2 held=yes cfb=0 prime|3801600|3801600|1555200|3801600|81800|no
1787163979|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|86500|no
1787163979|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|87200|no
1787163980|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|86500|no
1787163981|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|88800|no
1787163981|level=2 held=yes cfb=0 prime|3801600|3801600|1785600|3801600|86500|no
1787163982|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|84100|no
1787163982|level=2 held=yes cfb=0 prime|3801600|3801600|2400000|3801600|85700|no
1787163983|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|88800|no
1787163984|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|89200|no
1787163984|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|89200|no
1787163985|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|47500|no
1787163985|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|43600|no
1787163986|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|41700|no
1787163987|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|40900|no
1787163987|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39700|no
1787163988|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|39300|no
1787163988|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|39000|no
1787163989|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|38200|no
1787163990|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|64500|no
1787163990|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|71000|no
1787163991|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|71800|no
1787163991|level=2 held=yes cfb=0 prime|3801600|3801600|1785600|3801600|74900|no
1787163992|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|74900|no
1787163992|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|76800|no
1787163993|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|74900|no
1787163994|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|76400|no
1787163994|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|76400|no
1787163995|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|75700|no
1787163995|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|78700|no
1787163996|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|76000|no
1787163997|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|45100|no
1787163997|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|42400|no
1787163998|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|40900|no
1787163998|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|39700|no
1787163999|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|39300|no
1787164000|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|38600|no
1787164000|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|38200|no
1787164001|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|38200|no
1787164001|level=2 held=yes cfb=0 prime|3513600|3513600|1785600|3801600|57500|no
1787164002|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|74100|no
1787164002|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|75700|no
1787164003|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|82200|no
1787164004|level=2 held=yes cfb=0 prime|3801600|3801600|2227200|3801600|79100|no
1787164004|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|77600|no
1787164005|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|85300|no
1787164005|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|80700|no
1787164006|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|44800|no
1787164007|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|41700|no
1787164007|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|40100|no
1787164008|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|39300|no
1787164008|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39300|no
1787164009|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|38200|no
1787164010|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|37800|no
1787164010|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|37400|no
1787164011|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|62500|no
1787164011|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|66800|no
1787164012|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|68700|no
1787164012|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|69100|no
1787164013|level=2 held=yes cfb=0 prime|3801600|3801600|1785600|3801600|70200|no
1787164014|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|46300|no
1787164014|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|40500|no
1787164015|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|39300|no
1787164015|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|38200|no
1787164016|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37800|no
1787164017|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|37400|no
1787164017|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37000|no
1787164018|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|36600|no
1787164018|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|36600|no
1787164019|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|72600|no
1787164020|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|72900|no
1787164020|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|79500|no
1787164021|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|81400|no
1787164021|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|81800|no
1787164022|level=2 held=yes cfb=0 prime|3801600|3801600|1555200|3801600|81400|no
1787164023|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|87200|no
1787164023|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|84100|no
1787164024|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|85700|no
1787164024|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|88800|no
1787164025|level=2 held=yes cfb=0 prime|3801600|3801600|1363200|3801600|84900|no
1787164025|level=2 held=yes cfb=0 prime|3801600|3801600|2745600|3801600|92600|no
1787164026|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|89200|no
1787164027|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|86900|no
1787164027|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|83400|no
1787164028|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|91500|no
1787164028|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|50900|no
1787164029|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|45500|no
1787164030|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|43600|no
1787164030|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|42000|no
1787164031|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|41300|no
1787164031|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|40500|no
1787164032|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39700|no
1787164033|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|39300|no
1787164033|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39000|no
1787164034|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|83800|no
1787164034|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|88000|no
1787164035|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|100000|no
1787164035|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|49400|no
1787164036|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|47500|no
1787164037|level=2 held=yes cfb=0 prime|1017600|1017600|748800|3801600|43200|no
1787164037|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|41700|no
1787164038|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|42800|no
1787164039|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|40900|no
1787164039|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|39700|no
1787164040|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|39700|no
1787164040|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|71000|no
1787164041|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|2841600|84100|no
1787164041|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|94200|no
1787164042|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|3072000|96100|no
1787164043|level=2 held=yes cfb=0 prime|3801600|3513600|2918400|2841600|89200|no
1787164043|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3513600|96900|no
1787164044|level=2 held=yes cfb=0 prime|3283200|3283200|2400000|3072000|91500|no
1787164044|level=2 held=yes cfb=0 prime|3072000|3072000|2918400|3072000|94200|no
1787164045|level=2 held=yes cfb=0 prime|3283200|2649600|2918400|2649600|93400|no
1787164046|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|54000|no
1787164046|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|49400|no
1787164047|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|46300|no
1787164047|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|44400|no
1787164048|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|43600|no
1787164049|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|43200|no
1787164049|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|42000|no
1787164050|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|41300|no
1787164050|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|84900|no
1787164051|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|3513600|91500|no
1787164052|level=2 held=yes cfb=0 prime|3283200|3283200|2918400|3283200|93400|no
1787164052|level=2 held=yes cfb=0 prime|3283200|3283200|2227200|3801600|78700|no
1787164053|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|64800|no
1787164053|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|50900|no
1787164054|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|47500|no
1787164054|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|45500|no
1787164055|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|43600|no
1787164056|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|43200|no
1787164056|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|42400|no
1787164057|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|41700|no
1787164057|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|40900|no
1787164058|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|87200|no
1787164059|level=2 held=yes cfb=0 prime|3513600|3283200|2918400|3513600|94600|no
1787164059|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|88400|no
1787164060|level=2 held=yes cfb=0 prime|3283200|3283200|2918400|3801600|76000|no
1787164060|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|54000|no
1787164061|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|48600|no
1787164062|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|45900|no
1787164062|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|44000|no
1787164063|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|43200|no
1787164063|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|41700|no
1787164064|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|41700|no
1787164065|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|40900|no
1787164065|level=2 held=yes cfb=0 prime|1017600|3513600|2227200|3801600|44000|no
1787164066|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|91100|no
1787164066|level=2 held=yes cfb=0 prime|3283200|3283200|2918400|3283200|94200|no
1787164067|level=2 held=yes cfb=0 prime|3283200|3283200|2918400|3283200|75700|no
1787164068|level=2 held=yes cfb=0 prime|1017600|1017600|960000|3801600|49000|no
1787164068|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|45500|no
1787164069|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|44000|no
1787164069|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|42800|no
1787164070|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|41700|no
1787164071|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|40900|no
1787164071|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|40500|no
1787164072|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|40100|no
1787164072|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|80300|no
1787164073|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|56700|no
1787164074|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|45500|no
1787164074|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|43600|no
1787164075|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|42000|no
1787164075|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|40900|no
1787164076|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|40500|no
1787164077|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|39700|no
1787164077|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|39300|no
1787164078|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|39300|no
1787164078|level=2 held=yes cfb=0 prime|3801600|3801600|1152000|3801600|54000|no
1787164079|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|86100|no
1787164080|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|45500|no
1787164080|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|42400|no
1787164081|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|40900|no
1787164081|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|40100|no
1787164082|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|39300|no
1787164083|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|39000|no
1787164083|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|39300|no
1787164084|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|38600|no
1787164084|level=2 held=yes cfb=0 prime|3801600|3801600|2745600|3801600|50500|no
1787164085|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|86900|no
1787164085|level=2 held=yes cfb=0 prime|3801600|3801600|2918400|3801600|95300|no
1787164086|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|3801600|92600|no
1787164087|level=2 held=yes cfb=0 prime|3513600|3801600|2918400|3513600|92300|no
1787164087|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|3801600|95700|no
1787164088|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|3513600|93400|no
1787164088|level=2 held=yes cfb=0 prime|3513600|3513600|2918400|3513600|94600|no
1787164089|level=2 held=yes cfb=0 prime|3283200|3513600|2918400|3513600|93800|no
1787164090|level=2 held=yes cfb=0 prime|3513600|3801600|2918400|3283200|92600|no
1787164090|level=2 held=yes cfb=0 prime|3283200|3283200|2918400|3801600|95300|no
1787164091|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|55200|no
1787164091|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|50900|no
1787164092|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|47800|no
1787164093|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|45900|no
1787164093|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|44400|no
1787164094|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|44000|no
1787164094|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|43200|no
1787164095|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|42800|no
1787164096|level=2 held=yes cfb=0 prime|1017600|1017600|1152000|3801600|42000|no
1787164096|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|41700|no
1787164097|level=2 held=yes cfb=0 prime|1017600|1017600|2745600|3801600|40900|no
1787164097|level=2 held=yes cfb=0 prime|1017600|1017600|1996800|3801600|40900|no
1787164098|level=2 held=yes cfb=0 prime|1958400|1958400|2400000|3801600|42400|no
1787164099|level=2 held=yes cfb=0 prime|4320000|4320000|1152000|4320000|51700|no
1787164099|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|42000|no
1787164100|level=2 held=yes cfb=0 prime|1017600|1017600|2918400|3801600|40500|no
1787164100|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|40100|no
1787164101|level=2 held=yes cfb=0 prime|1017600|1017600|1555200|3801600|39700|no
1787164101|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|39300|no
1787164102|level=2 held=yes cfb=0 prime|1017600|1017600|2227200|3801600|39000|no
1787164103|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|39000|no
1787164103|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38600|no
1787164104|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38200|no
1787164104|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|38200|no
1787164105|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|37800|no
1787164106|level=2 held=yes cfb=0 prime|1017600|1017600|1363200|3801600|37400|no
1787164106|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|37800|no
1787164107|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37400|no
1787164107|level=2 held=yes cfb=0 prime|1017600|1017600|1785600|3801600|37000|no
1787164108|level=2 held=yes cfb=0 prime|1017600|1017600|2400000|3801600|37400|no
