run_id,block,arm,cycle_id,requested_min,effective_min,pred_demand,start_cpu,candidate_mask,misfit,selected_cpu,first_run_cpu,wake_latency_us,initial_junction_c,peak_junction_c 
s2b-r04,1,A,s2b-r04-14,0,0,70,0,32,0,5,5,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-15,0,0,161,0,16,0,4,4,71.0,43.2,44.8
s2b-r04,1,A,s2b-r04-16,0,0,161,0,16,0,4,4,17.0,43.2,44.8
s2b-r04,1,A,s2b-r04-17,0,0,161,0,2,0,1,1,108.0,43.2,44.8
s2b-r04,1,A,s2b-r04-18,0,0,105,0,2,0,1,1,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-19,0,0,105,0,16,0,4,4,73.0,43.2,44.8
s2b-r04,1,A,s2b-r04-20,0,0,124,0,16,0,4,4,46.0,43.2,44.8
s2b-r04,1,A,s2b-r04-21,0,0,152,0,16,0,4,4,23.0,43.2,44.8
s2b-r04,1,A,s2b-r04-22,0,0,152,0,16,0,4,4,37.0,43.2,44.8
s2b-r04,1,A,s2b-r04-23,0,0,71,0,16,0,4,4,21.0,43.2,44.8
s2b-r04,1,A,s2b-r04-24,0,0,147,0,2,0,1,1,82.0,43.2,44.8
s2b-r04,1,A,s2b-r04-25,0,0,71,0,32,0,5,5,57.0,43.2,44.8
s2b-r04,1,A,s2b-r04-26,0,0,72,0,32,0,5,5,49.0,43.2,44.8
s2b-r04,1,A,s2b-r04-27,0,0,150,0,2,0,1,1,29.0,43.2,44.8
s2b-r04,1,A,s2b-r04-28,0,0,150,0,2,0,1,1,63.0,43.2,44.8
s2b-r04,1,A,s2b-r04-29,0,0,16,0,16,0,4,4,83.0,43.2,44.8
s2b-r04,1,A,s2b-r04-30,0,0,52,0,32,0,5,5,76.0,43.2,44.8
s2b-r04,1,A,s2b-r04-31,0,0,77,0,2,0,1,1,54.0,43.2,44.8
s2b-r04,1,A,s2b-r04-32,0,0,92,0,2,0,1,1,33.0,43.2,44.8
s2b-r04,1,A,s2b-r04-33,0,0,174,0,16,0,4,4,29.0,43.2,44.8
s2b-r04,1,A,s2b-r04-34,0,0,174,0,16,0,4,4,32.0,43.2,44.8
s2b-r04,1,A,s2b-r04-35,0,0,125,0,2,0,1,1,109.0,43.2,44.8
s2b-r04,1,A,s2b-r04-36,0,0,125,0,2,0,1,1,81.0,43.2,44.8
s2b-r04,1,A,s2b-r04-37,0,0,124,0,2,0,1,1,25.0,43.2,44.8
s2b-r04,1,A,s2b-r04-38,0,0,151,0,2,0,1,1,122.0,43.2,44.8
s2b-r04,1,A,s2b-r04-39,0,0,151,0,2,0,1,1,58.0,43.2,44.8
s2b-r04,1,A,s2b-r04-40,0,0,41,0,4,0,1,2,1953.0,43.2,44.8
s2b-r04,1,A,s2b-r04-41,0,0,156,0,2,0,1,1,28.0,43.2,44.8
s2b-r04,1,A,s2b-r04-42,0,0,156,0,2,0,1,1,67.0,43.2,44.8
s2b-r04,1,A,s2b-r04-43,0,0,34,0,4,0,2,2,34.0,43.2,44.8
s2b-r04,1,A,s2b-r04-44,0,0,149,0,4,0,2,2,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-45,0,0,53,0,2,0,1,1,105.0,43.2,44.8
s2b-r04,1,A,s2b-r04-46,0,0,113,0,1,0,0,0,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-47,0,0,177,0,32,0,5,5,33.0,43.2,44.8
s2b-r04,1,A,s2b-r04-48,0,0,177,0,2,0,1,1,41.0,43.2,44.8
s2b-r04,1,A,s2b-r04-49,0,0,177,0,2,0,1,1,251.0,43.2,44.8
s2b-r04,1,A,s2b-r04-50,0,0,162,0,4,0,2,2,26.0,43.2,44.8
s2b-r04,1,A,s2b-r04-51,0,0,84,0,4,0,2,2,77.0,43.2,44.8
s2b-r04,1,A,s2b-r04-52,0,0,77,0,1,0,0,0,88.0,43.2,44.8
s2b-r04,1,A,s2b-r04-53,0,0,21,0,2,0,5,5,49.0,43.2,44.8
s2b-r04,1,A,s2b-r04-54,0,0,166,0,32,0,5,5,29.0,43.2,44.8
s2b-r04,1,A,s2b-r04-55,0,0,166,0,2,0,1,1,43.0,43.2,44.8
s2b-r04,1,A,s2b-r04-56,0,0,127,0,2,0,1,1,28.0,43.2,44.8
s2b-r04,1,A,s2b-r04-57,0,0,224,0,2,0,1,1,71.0,43.2,44.8
s2b-r04,1,A,s2b-r04-58,0,0,48,0,2,0,1,1,73.0,43.2,44.8
s2b-r04,1,A,s2b-r04-59,0,0,99,0,16,0,5,0,1240.0,43.2,44.8
s2b-r04,1,A,s2b-r04-60,0,0,153,0,2,0,1,1,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-61,0,0,153,0,2,0,1,1,64.0,43.2,44.8
s2b-r04,1,A,s2b-r04-62,0,0,112,0,8,0,3,3,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-63,0,0,112,0,2,0,1,1,44.0,43.2,44.8
s2b-r04,1,A,s2b-r04-64,0,0,172,0,2,0,4,5,305.0,43.2,44.8
s2b-r04,1,A,s2b-r04-65,0,0,170,0,16,0,4,4,28.0,43.2,44.8
s2b-r04,1,A,s2b-r04-66,0,0,106,0,1,0,0,0,17.0,43.2,44.8
s2b-r04,1,A,s2b-r04-67,0,0,170,0,1,0,0,0,17.0,43.2,44.8
s2b-r04,1,A,s2b-r04-68,0,0,117,0,16,0,4,4,71.0,43.2,44.8
s2b-r04,1,A,s2b-r04-69,0,0,117,0,2,0,1,1,39.0,43.2,44.8
s2b-r04,1,A,s2b-r04-70,0,0,168,0,2,0,1,1,61.0,43.2,44.8
s2b-r04,1,A,s2b-r04-71,0,0,17,0,16,0,4,4,103.0,43.2,44.8
s2b-r04,1,A,s2b-r04-72,0,0,75,0,16,0,4,4,56.0,43.2,44.8
s2b-r04,1,A,s2b-r04-73,0,0,86,0,16,0,4,4,106.0,43.2,44.8
s2b-r04,1,A,s2b-r04-74,0,0,122,0,16,0,4,4,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-75,0,0,80,0,1,0,5,5,92.0,43.2,44.8
s2b-r04,1,A,s2b-r04-76,0,0,107,0,1,0,0,0,22.0,43.2,44.8
s2b-r04,1,A,s2b-r04-77,0,0,150,0,16,0,4,4,27.0,43.2,44.8
s2b-r04,1,A,s2b-r04-78,0,0,151,0,32,0,4,5,103.0,43.2,44.8
s2b-r04,1,A,s2b-r04-79,0,0,106,0,32,0,5,5,55.0,43.2,44.8
s2b-r04,1,A,s2b-r04-80,0,0,120,0,32,0,5,5,48.0,43.2,44.8
s2b-r04,1,A,s2b-r04-81,0,0,126,0,32,0,5,5,46.0,43.2,44.8
s2b-r04,1,A,s2b-r04-82,0,0,126,0,32,0,5,5,55.0,43.2,44.8
s2b-r04,1,A,s2b-r04-83,0,0,126,0,2,0,1,1,93.0,43.2,44.8
s2b-r04,1,A,s2b-r04-84,0,0,97,0,16,0,4,4,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-85,0,0,111,0,2,0,1,1,19.0,43.2,44.8
s2b-r04,1,A,s2b-r04-86,0,0,154,0,16,0,4,4,30.0,43.2,44.8
s2b-r04,1,A,s2b-r04-87,0,0,9,0,16,0,4,4,35.0,43.2,44.8
s2b-r04,1,A,s2b-r04-88,0,0,183,0,16,0,4,4,59.0,43.2,44.8
s2b-r04,1,A,s2b-r04-89,0,0,4,0,16,0,4,4,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-90,0,0,61,0,16,0,4,4,105.0,43.2,44.8
s2b-r04,1,A,s2b-r04-91,0,0,119,0,16,0,4,4,75.0,43.2,44.8
s2b-r04,1,A,s2b-r04-92,0,0,120,0,16,0,4,4,104.0,43.2,44.8
s2b-r04,1,A,s2b-r04-93,0,0,53,0,1,0,0,0,85.0,43.2,44.8
s2b-r04,1,A,s2b-r04-94,0,0,129,0,1,0,0,0,24.0,43.2,44.8
s2b-r04,1,A,s2b-r04-95,0,0,165,0,1,0,0,0,21.0,43.2,44.8
s2b-r04,1,A,s2b-r04-96,0,0,157,0,2,0,1,1,23.0,43.2,44.8
s2b-r04,1,A,s2b-r04-97,0,0,151,0,2,0,1,1,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-98,0,0,123,0,2,0,1,1,34.0,43.2,44.8
s2b-r04,1,A,s2b-r04-99,0,0,123,0,2,0,1,1,97.0,43.2,44.8
s2b-r04,1,A,s2b-r04-100,0,0,123,0,2,0,1,1,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-101,0,0,104,0,1,0,0,0,117.0,43.2,44.8
s2b-r04,1,A,s2b-r04-102,0,0,104,0,2,0,1,1,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-103,0,0,108,0,2,0,1,1,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-104,0,0,151,0,32,0,5,5,43.0,43.2,44.8
s2b-r04,1,A,s2b-r04-105,0,0,158,0,16,0,4,4,49.0,43.2,44.8
s2b-r04,1,A,s2b-r04-106,0,0,151,0,16,0,4,4,49.0,43.2,44.8
s2b-r04,1,A,s2b-r04-107,0,0,92,0,16,0,4,4,51.0,43.2,44.8
s2b-r04,1,A,s2b-r04-108,0,0,92,0,32,0,4,4,131.0,43.2,44.8
s2b-r04,1,A,s2b-r04-109,0,0,50,0,2,0,1,1,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-110,0,0,148,0,2,0,1,1,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-111,0,0,52,0,32,0,1,1,113.0,43.2,44.8
s2b-r04,1,A,s2b-r04-112,0,0,122,0,8,0,3,3,34.0,43.2,44.8
s2b-r04,1,A,s2b-r04-113,0,0,155,0,4,0,2,2,125.0,43.2,44.8
s2b-r04,1,A,s2b-r04-114,0,0,122,0,4,0,2,2,105.0,43.2,44.8
s2b-r04,1,A,s2b-r04-115,0,0,86,0,1,0,1,1,2595.0,43.2,44.8
s2b-r04,1,A,s2b-r04-116,0,0,86,0,2,0,1,1,29.0,43.2,44.8
s2b-r04,1,A,s2b-r04-117,0,0,152,0,2,0,1,1,45.0,43.2,44.8
s2b-r04,1,A,s2b-r04-118,0,0,150,0,32,0,1,4,106.0,43.2,44.8
s2b-r04,1,A,s2b-r04-119,0,0,110,0,16,0,4,4,75.0,43.2,44.8
s2b-r04,1,A,s2b-r04-120,0,0,115,0,32,0,5,5,43.0,43.2,44.8
s2b-r04,1,A,s2b-r04-121,0,0,160,0,16,0,4,4,34.0,43.2,44.8
s2b-r04,1,A,s2b-r04-122,0,0,160,0,16,0,4,4,58.0,43.2,44.8
s2b-r04,1,A,s2b-r04-123,0,0,90,0,16,0,4,4,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-124,0,0,28,0,16,0,4,4,241.0,43.2,44.8
s2b-r04,1,A,s2b-r04-125,0,0,58,0,1,0,0,0,67.0,43.2,44.8
s2b-r04,1,A,s2b-r04-126,0,0,103,0,1,0,2,4,131.0,43.2,44.8
s2b-r04,1,A,s2b-r04-127,0,0,157,0,16,0,4,4,16.0,43.2,44.8
s2b-r04,1,A,s2b-r04-128,0,0,157,0,4,0,2,2,137.0,43.2,44.8
s2b-r04,1,A,s2b-r04-129,0,0,54,0,4,0,2,2,103.0,43.2,44.8
s2b-r04,1,A,s2b-r04-130,0,0,54,0,16,0,4,4,107.0,43.2,44.8
s2b-r04,1,A,s2b-r04-131,0,0,159,0,16,0,4,4,80.0,43.2,44.8
s2b-r04,1,A,s2b-r04-132,0,0,3,0,16,0,4,4,28.0,43.2,44.8
s2b-r04,1,A,s2b-r04-133,0,0,153,0,16,0,4,4,55.0,43.2,44.8
s2b-r04,1,A,s2b-r04-134,0,0,52,0,32,0,5,5,86.0,43.2,44.8
s2b-r04,1,A,s2b-r04-135,0,0,78,0,32,0,5,5,81.0,43.2,44.8
s2b-r04,1,A,s2b-r04-136,0,0,104,0,32,0,5,5,40.0,43.2,44.8
s2b-r04,1,A,s2b-r04-137,0,0,148,0,32,0,5,5,25.0,43.2,44.8
s2b-r04,1,A,s2b-r04-138,0,0,169,0,16,0,4,4,14.0,43.2,44.8
s2b-r04,1,A,s2b-r04-139,0,0,169,0,16,0,4,4,14.0,43.2,44.8
s2b-r04,1,A,s2b-r04-140,0,0,169,0,16,0,4,4,18.0,43.2,44.8
s2b-r04,1,A,s2b-r04-141,0,0,169,0,32,0,5,5,61.0,43.2,44.8
s2b-r04,1,A,s2b-r04-142,0,0,46,0,2,0,5,4,150.0,43.2,44.8
s2b-r04,1,A,s2b-r04-143,0,0,79,0,1,0,0,0,24.0,43.2,44.8
s2b-r04,1,A,s2b-r04-144,0,0,209,0,32,0,5,5,81.0,43.2,44.8
s2b-r04,1,A,s2b-r04-145,0,0,153,0,32,0,5,5,18.0,43.2,44.8
s2b-r04,1,A,s2b-r04-146,0,0,78,0,32,0,5,5,50.0,43.2,44.8
s2b-r04,1,A,s2b-r04-147,0,0,71,0,32,0,5,5,110.0,43.2,44.8
s2b-r04,1,A,s2b-r04-148,0,0,104,0,32,0,5,5,82.0,43.2,44.8
s2b-r04,1,A,s2b-r04-149,0,0,150,0,32,0,5,5,51.0,43.2,44.8
s2b-r04,1,A,s2b-r04-150,0,0,150,0,32,0,5,5,68.0,43.2,44.8
s2b-r04,1,A,s2b-r04-151,0,0,104,0,16,0,4,4,55.0,43.2,44.8
s2b-r04,1,A,s2b-r04-152,0,0,152,0,2,0,1,1,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-153,0,0,96,0,1,0,0,0,143.0,43.2,44.8
s2b-r04,1,A,s2b-r04-154,0,0,152,0,2,0,1,1,61.0,43.2,44.8
s2b-r04,1,A,s2b-r04-155,0,0,195,0,16,0,4,4,25.0,43.2,44.8
s2b-r04,1,A,s2b-r04-156,0,0,112,0,32,0,5,5,27.0,43.2,44.8
s2b-r04,1,A,s2b-r04-157,0,0,156,0,1,0,0,0,168.0,43.2,44.8
s2b-r04,1,A,s2b-r04-158,0,0,14,0,32,0,5,5,38.0,43.2,44.8
s2b-r04,1,A,s2b-r04-159,0,0,154,0,32,0,5,5,136.0,43.2,44.8
s2b-r04,1,A,s2b-r04-160,0,0,64,0,32,0,5,5,46.0,43.2,44.8
s2b-r04,1,A,s2b-r04-161,0,0,43,0,32,0,5,5,22.0,43.2,44.8
s2b-r04,1,A,s2b-r04-162,0,0,158,0,1,0,0,0,20.0,43.2,44.8
s2b-r04,1,A,s2b-r04-163,0,0,43,0,1,0,0,0,55.0,43.2,44.8
s2b-r04,1,A,s2b-r04-164,0,0,83,0,16,0,0,4,153.0,43.2,44.8
s2b-r04,1,A,s2b-r04-165,0,0,131,0,16,0,4,4,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-166,0,0,155,0,32,0,4,4,98.0,43.2,44.8
s2b-r04,1,A,s2b-r04-167,0,0,154,0,16,0,4,4,23.0,43.2,44.8
s2b-r04,1,A,s2b-r04-168,0,0,16,0,16,0,4,4,101.0,43.2,44.8
s2b-r04,1,A,s2b-r04-169,0,0,67,0,16,0,4,4,80.0,43.2,44.8
s2b-r04,1,A,s2b-r04-170,0,0,26,0,16,0,4,4,103.0,43.2,44.8
s2b-r04,1,A,s2b-r04-171,0,0,75,0,32,0,5,5,79.0,43.2,44.8
s2b-r04,1,A,s2b-r04-172,0,0,18,0,16,0,5,4,74.0,43.2,44.8
s2b-r04,1,A,s2b-r04-173,0,0,159,0,16,0,1,4,42.0,43.2,44.8
s2b-r04,1,A,s2b-r04-174,0,0,159,0,32,0,4,5,76.0,43.2,44.8
s2b-r04,1,A,s2b-r04-175,0,0,116,0,32,0,5,5,22.0,43.2,44.8
s2b-r04,1,A,s2b-r04-176,0,0,154,0,32,0,5,5,25.0,43.2,44.8
s2b-r04,1,A,s2b-r04-177,0,0,154,0,32,0,5,5,52.0,43.2,44.8
s2b-r04,1,A,s2b-r04-178,0,0,77,0,32,0,5,5,39.0,43.2,44.8
s2b-r04,1,A,s2b-r04-179,0,0,77,0,32,0,5,5,64.0,43.2,44.8
s2b-r04,1,A,s2b-r04-180,0,0,95,0,32,0,5,5,115.0,43.2,44.8
s2b-r04,1,A,s2b-r04-181,0,0,121,0,2,0,1,1,106.0,43.2,44.8
s2b-r04,1,A,s2b-r04-182,0,0,121,0,4,0,2,2,79.0,43.2,44.8
s2b-r04,1,A,s2b-r04-183,0,0,69,0,4,0,2,2,103.0,43.2,44.8
s2b-r04,1,A,s2b-r04-184,0,0,128,0,4,0,2,2,25.0,43.2,44.8
s2b-r04,1,A,s2b-r04-185,0,0,156,0,8,0,3,3,32.0,43.2,44.8
s2b-r04,1,A,s2b-r04-186,0,0,148,0,8,0,3,3,25.0,43.2,44.8
s2b-r04,1,A,s2b-r04-187,0,0,149,0,8,0,3,3,65.0,43.2,44.8
s2b-r04,1,A,s2b-r04-188,0,0,78,0,8,0,3,3,59.0,43.2,44.8
s2b-r04,1,A,s2b-r04-189,0,0,15,0,2,0,1,1,43.0,43.2,44.8
s2b-r04,1,A,s2b-r04-190,0,0,171,0,32,0,5,5,80.0,43.2,44.8
s2b-r04,1,A,s2b-r04-191,0,0,171,0,32,0,5,5,54.0,43.2,44.8
s2b-r04,1,A,s2b-r04-192,0,0,171,0,16,0,4,4,48.0,43.2,44.8
s2b-r04,1,A,s2b-r04-193,0,0,171,0,16,0,4,4,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-194,0,0,144,0,2,0,1,1,89.0,43.2,44.8
s2b-r04,1,A,s2b-r04-195,0,0,68,0,32,0,5,5,82.0,43.2,44.8
s2b-r04,1,A,s2b-r04-196,0,0,119,0,16,0,5,4,164.0,43.2,44.8
s2b-r04,1,A,s2b-r04-197,0,0,119,0,2,0,1,1,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-198,0,0,151,0,2,0,1,1,99.0,43.2,44.8
s2b-r04,1,A,s2b-r04-199,0,0,43,0,2,0,1,1,100.0,43.2,44.8
s2b-r04,1,A,s2b-r04-200,0,0,92,0,1,0,0,0,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-201,0,0,27,0,16,0,4,4,76.0,43.2,44.8
s2b-r04,1,A,s2b-r04-202,0,0,75,0,16,0,4,4,27.0,43.2,44.8
s2b-r04,1,A,s2b-r04-203,0,0,152,0,16,0,4,4,108.0,43.2,44.8
s2b-r04,1,A,s2b-r04-204,0,0,188,0,16,0,4,4,41.0,43.2,44.8
s2b-r04,1,A,s2b-r04-205,0,0,151,0,16,0,4,4,70.0,43.2,44.8
s2b-r04,1,A,s2b-r04-206,0,0,116,0,2,0,1,1,38.0,43.2,44.8
s2b-r04,1,A,s2b-r04-207,0,0,116,0,2,0,1,1,65.0,43.2,44.8
s2b-r04,1,A,s2b-r04-208,0,0,114,0,2,0,1,1,17.0,43.2,44.8
s2b-r04,1,A,s2b-r04-209,0,0,153,0,2,0,1,1,35.0,43.2,44.8
s2b-r04,1,A,s2b-r04-210,0,0,18,0,32,0,5,5,65.0,43.2,44.8
s2b-r04,1,A,s2b-r04-211,0,0,87,0,2,0,1,1,46.0,43.2,44.8
s2b-r04,1,A,s2b-r04-212,0,0,125,0,16,0,4,4,66.0,43.2,44.8
s2b-r04,1,A,s2b-r04-213,0,0,95,0,16,0,4,4,169.0,43.2,44.8
s2b-r04,1,A,s2b-r04-214,0,0,55,0,2,0,1,1,45.0,43.2,44.8
s2b-r04,1,A,s2b-r04-215,0,0,41,0,2,0,1,1,99.0,43.2,44.8
s2b-r04,1,A,s2b-r04-216,0,0,96,0,32,0,5,5,214.0,43.2,44.8
s2b-r04,1,A,s2b-r04-217,0,0,151,0,32,0,5,5,51.0,43.2,44.8
s2b-r04,1,A,s2b-r04-218,0,0,157,0,2,0,1,1,16.0,43.2,44.8
s2b-r04,1,A,s2b-r04-219,0,0,150,0,2,0,1,1,76.0,43.2,44.8
s2b-r04,1,A,s2b-r04-220,0,0,153,0,2,0,1,1,26.0,43.2,44.8
s2b-r04,1,A,s2b-r04-221,0,0,150,0,2,0,1,1,31.0,43.2,44.8
s2b-r04,1,A,s2b-r04-222,0,0,106,0,32,0,5,5,236.0,43.2,44.8
s2b-r04,1,A,s2b-r04-223,0,0,112,0,2,0,1,1,52.0,43.2,44.8
s2b-r04,1,A,s2b-r04-224,0,0,112,0,2,0,1,1,104.0,43.2,44.8
s2b-r04,1,A,s2b-r04-225,0,0,111,0,2,0,1,1,109.0,43.2,44.8
s2b-r04,1,A,s2b-r04-226,0,0,111,0,16,0,4,4,28.0,43.2,44.8
s2b-r04,1,A,s2b-r04-227,0,0,165,0,16,0,4,4,132.0,43.2,44.8
s2b-r04,1,A,s2b-r04-228,0,0,165,0,16,0,4,4,18.0,43.2,44.8
s2b-r04,1,A,s2b-r04-229,0,0,149,0,16,0,4,4,22.0,43.2,44.8
s2b-r04,1,A,s2b-r04-230,0,0,159,0,2,0,1,1,132.0,43.2,44.8
s2b-r04,1,A,s2b-r04-231,0,0,179,0,2,0,1,1,14.0,43.2,44.8
s2b-r04,1,A,s2b-r04-232,0,0,103,0,1,0,0,0,59.0,43.2,44.8
s2b-r04,1,A,s2b-r04-233,0,0,118,0,2,0,1,1,74.0,43.2,44.8
s2b-r04,1,A,s2b-r04-234,0,0,75,0,4,0,2,2,47.0,43.2,44.8
s2b-r04,1,A,s2b-r04-235,0,0,75,0,4,0,2,2,59.0,43.2,44.8
s2b-r04,1,A,s2b-r04-236,0,0,75,0,32,0,5,5,29.0,43.2,44.8
s2b-r04,1,A,s2b-r04-237,0,0,162,0,32,0,5,5,26.0,43.2,44.8
s2b-r04,1,A,s2b-r04-238,0,0,112,0,32,0,5,5,78.0,43.2,44.8
s2b-r04,1,A,s2b-r04-239,0,0,77,0,32,0,5,5,112.0,43.2,44.8
s2b-r04,1,A,s2b-r04-240,0,0,15,0,32,0,5,5,105.0,43.2,44.8
s2b-r04,1,A,s2b-r04-241,0,0,79,0,1,0,0,0,39.0,43.2,44.8
s2b-r04,1,A,s2b-r04-242,0,0,103,0,16,0,4,4,38.0,43.2,44.8
s2b-r04,1,A,s2b-r04-243,0,0,49,0,4,0,2,2,242.0,43.2,44.8
s2b-r04,1,A,s2b-r04-244,0,0,95,0,4,0,2,2,41.0,43.2,44.8
s2b-r04,1,A,s2b-r04-245,0,0,118,0,4,0,2,2,28.0,43.2,44.8
s2b-r04,1,A,s2b-r04-246,0,0,127,0,4,0,2,2,50.0,43.2,44.8
s2b-r04,1,A,s2b-r04-247,0,0,6,0,4,0,2,2,56.0,43.2,44.8
s2b-r04,1,A,s2b-r04-248,0,0,149,0,4,0,2,2,80.0,43.2,44.8
s2b-r04,1,A,s2b-r04-249,0,0,6,0,16,0,4,4,71.0,43.2,44.8
s2b-r04,1,A,s2b-r04-250,0,0,150,0,16,0,4,4,104.0,43.2,44.8
s2b-r04,1,A,s2b-r04-251,0,0,95,0,16,0,4,4,61.0,43.2,44.8
s2b-r04,1,A,s2b-r04-252,0,0,102,0,16,0,4,4,88.0,43.2,44.8
s2b-r04,1,A,s2b-r04-253,0,0,157,0,1,0,0,0,32.0,43.2,44.8
s2b-r04,1,A,s2b-r04-254,0,0,161,0,32,0,5,5,66.0,43.2,44.8
s2b-r04,1,A,s2b-r04-255,0,0,21,0,32,0,5,5,65.0,43.2,44.8
s2b-r04,1,A,s2b-r04-256,0,0,2,0,2,0,1,1,67.0,43.2,44.8
s2b-r04,1,A,s2b-r04-257,0,0,31,0,2,0,1,1,20.0,43.2,44.8
s2b-r04,1,A,s2b-r04-258,0,0,152,0,2,0,1,1,27.0,43.2,44.8
s2b-r04,1,A,s2b-r04-259,0,0,118,0,16,0,4,4,197.0,43.2,44.8
s2b-r04,1,A,s2b-r04-260,0,0,98,0,32,0,5,5,78.0,43.2,44.8
s2b-r04,1,A,s2b-r04-261,0,0,33,0,32,0,5,5,230.0,43.2,44.8
s2b-r04,1,A,s2b-r04-262,0,0,84,0,32,0,5,5,68.0,43.2,44.8
s2b-r04,1,A,s2b-r04-263,0,0,138,0,32,0,5,5,34.0,43.2,44.8
s2b-r04,1,A,s2b-r04-264,0,0,126,0,2,0,1,1,146.0,43.2,44.8
s2b-r04,1,A,s2b-r04-265,0,0,152,0,1,0,0,0,56.0,43.2,44.8
s2b-r04,1,A,s2b-r04-266,0,0,24,0,32,0,5,5,40.0,43.2,44.8
s2b-r04,1,A,s2b-r04-267,0,0,24,0,32,0,5,5,17.0,43.2,44.8
s2b-r04,1,A,s2b-r04-268,0,0,155,0,32,0,5,5,24.0,43.2,44.8
s2b-r04,1,A,s2b-r04-269,0,0,93,0,32,0,5,5,77.0,43.2,44.8
s2b-r04,1,A,s2b-r04-270,0,0,93,0,16,0,4,4,352.0,43.2,44.8
s2b-r04,1,A,s2b-r04-271,0,0,13,0,32,0,5,5,35.0,43.2,44.8
s2b-r04,1,A,s2b-r04-272,0,0,158,0,32,0,5,5,52.0,43.2,44.8
s2b-r04,1,A,s2b-r04-273,0,0,158,0,32,0,5,1,161.0,43.2,44.8
s2b-r04,1,A,s2b-r04-274,0,0,32,0,2,0,1,1,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-275,0,0,87,0,16,0,4,4,73.0,43.2,44.8
s2b-r04,1,A,s2b-r04-276,0,0,67,0,16,0,4,4,39.0,43.2,44.8
s2b-r04,1,A,s2b-r04-277,0,0,13,0,16,0,4,4,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-278,0,0,153,0,2,0,1,1,40.0,43.2,44.8
s2b-r04,1,A,s2b-r04-279,0,0,160,0,2,0,1,1,44.0,43.2,44.8
s2b-r04,1,A,s2b-r04-280,0,0,103,0,2,0,1,1,16.0,43.2,44.8
s2b-r04,1,A,s2b-r04-281,0,0,156,0,2,0,1,1,109.0,43.2,44.8
s2b-r04,1,A,s2b-r04-282,0,0,103,0,2,0,4,0,122.0,43.2,44.8
s2b-r04,1,A,s2b-r04-283,0,0,106,0,32,0,5,5,77.0,43.2,44.8
s2b-r04,1,A,s2b-r04-284,0,0,61,0,32,0,5,5,83.0,43.2,44.8
s2b-r04,1,A,s2b-r04-285,0,0,85,0,32,0,5,5,108.0,43.2,44.8
s2b-r04,1,A,s2b-r04-286,0,0,85,0,2,0,1,1,66.0,43.2,44.8
s2b-r04,1,A,s2b-r04-287,0,0,6,0,4,0,2,2,36.0,43.2,44.8
s2b-r04,1,A,s2b-r04-288,0,0,207,0,32,0,5,5,24.0,43.2,44.8
s2b-r04,1,A,s2b-r04-289,0,0,152,0,32,0,5,5,24.0,43.2,44.8
s2b-r04,1,A,s2b-r04-290,0,0,70,0,32,0,5,5,67.0,43.2,44.8
s2b-r04,1,A,s2b-r04-291,0,0,70,0,32,0,5,5,106.0,43.2,44.8
s2b-r04,1,A,s2b-r04-292,0,0,87,0,32,0,5,5,100.0,43.2,44.8
s2b-r04,1,A,s2b-r04-293,0,0,20,0,16,0,5,1,162.0,43.2,44.8
s2b-r04,1,A,s2b-r04-294,0,0,50,0,2,0,1,1,76.0,43.2,44.8
s2b-r04,1,A,s2b-r04-295,0,0,77,0,2,0,1,1,102.0,43.2,44.8
s2b-r04,1,A,s2b-r04-296,0,0,120,0,32,0,1,4,522.0,43.2,44.8
s2b-r04,1,A,s2b-r04-297,0,0,73,0,16,0,4,4,19.0,43.2,44.8
s2b-r04,1,A,s2b-r04-298,0,0,149,0,16,0,4,4,29.0,43.2,44.8
s2b-r04,1,A,s2b-r04-299,0,0,111,0,16,0,4,4,73.0,43.2,44.8
s2b-r04,1,A,s2b-r04-300,0,0,99,0,32,0,5,5,52.0,43.2,44.8
s2b-r04,1,A,s2b-r04-301,0,0,164,0,16,0,4,4,38.0,43.2,44.8
s2b-r04,1,A,s2b-r04-302,0,0,99,0,16,0,4,4,100.0,43.2,44.8
